id,order_id,order_date,shipping_date,shipping_mode,customer_id,customer_name,customer_type,city,prefectures,country,region,product_id,category,subcategory,product_name,sales,quantity,discount_rate,profit,,
19,JP-2021-149020,1/10/21,1/15/21,通常配送,AJ-10780,堀籠 慶子,企業,松原市,大阪府,日本,関西地方,FUR-FU-10000965,家具,家具,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",7791,1,0,3194.31,,
20,JP-2021-149020,1/10/21,1/15/21,通常配送,AJ-10780,堀籠 慶子,企業,松原市,大阪府,日本,関西地方,OFF-LA-10004272,事務用品,ラベル,Avery 482,433.5,1,0,203.745,,
21,JP-2021-130092,1/11/21,1/14/21,ファースト クラス,SV-20365,皆川 学,消費者,立川市,東京都,日本,関東地方,FUR-FU-10000010,家具,家具,"DAX Value U-Channel Document Frames, Easel Back",1491,2,0,462.21,,
22,JP-2021-157147,1/13/21,1/18/21,通常配送,BD-11605,日野 拓也,消費者,高槻市,大阪府,日本,関西地方,FUR-BO-10003034,家具,本棚,"O'Sullivan Elevations Bookcase, Cherry Finish",50099.85,3,0.15,589.410000000001,,
23,JP-2021-109232,1/13/21,1/16/21,セカンド クラス,ND-18370,植草 丈夫,消費者,上尾市,埼玉県,日本,関東地方,FUR-CH-10000422,家具,椅子,Global Highback Leather Tilter in Burgundy,81891,6,0,13102.56,,
24,JP-2021-157147,1/13/21,1/18/21,通常配送,BD-11605,日野 拓也,消費者,高槻市,大阪府,日本,関西地方,OFF-AR-10003514,事務用品,画材,4009 Highlighters by Sanford,2985,5,0,985.05,,
25,JP-2021-118192,1/13/21,1/18/21,通常配送,MM-17920,浜砂 重子,消費者,加古川市,兵庫県,日本,関西地方,OFF-BI-10003476,事務用品,バインダー,Avery Metallic Poly Binders,515.7,2,0.7,-378.18,,
26,JP-2021-162775,1/13/21,1/15/21,セカンド クラス,CS-12250,幕田 千代子,企業,尼崎市,兵庫県,日本,関西地方,OFF-BI-10004187,事務用品,バインダー,3-ring staple pack,846,3,0,406.08,,
27,JP-2021-162775,1/13/21,1/15/21,セカンド クラス,CS-12250,幕田 千代子,企業,尼崎市,兵庫県,日本,関西地方,OFF-EN-10001532,事務用品,封筒,Brown Kraft Recycled Envelopes,7641,3,0,3820.5,,
28,JP-2021-162775,1/13/21,1/15/21,セカンド クラス,CS-12250,幕田 千代子,企業,尼崎市,兵庫県,日本,関西地方,OFF-EN-10001990,事務用品,封筒,Staple envelope,1704,2,0,800.88,,
29,JP-2021-118192,1/13/21,1/18/21,通常配送,MM-17920,浜砂 重子,消費者,加古川市,兵庫県,日本,関西地方,OFF-PA-10002947,事務用品,紙,Xerox 1923,5611.2,7,0.2,1963.92,,
30,JP-2021-162775,1/13/21,1/15/21,セカンド クラス,CS-12250,幕田 千代子,企業,尼崎市,兵庫県,日本,関西地方,OFF-ST-10000025,事務用品,保管箱,Fellowes Stor/Drawer Steel Plus Storage Drawers,85887,6,0,5153.21999999999,,
31,JP-2021-157147,1/13/21,1/18/21,通常配送,BD-11605,日野 拓也,消費者,高槻市,大阪府,日本,関西地方,OFF-ST-10000078,事務用品,保管箱,Tennsco 6- and 18-Compartment Lockers,198877.5,5,0,35797.95,,
32,JP-2021-162775,1/13/21,1/15/21,セカンド クラス,CS-12250,幕田 千代子,企業,尼崎市,兵庫県,日本,関西地方,TEC-AC-10003174,テクノロジー,付属品,Plantronics S12 Corded Telephone Headset System,97011,6,0,38804.4,,
33,JP-2021-149524,1/14/21,1/15/21,ファースト クラス,BS-11590,大郷 由美,企業,宇佐市,大分県,日本,九州,FUR-BO-10003433,家具,本棚,Sauder Cornerstone Collection Library,9294,4,0.5,-7992.84,,
34,JP-2021-103366,1/15/21,1/17/21,ファースト クラス,EH-13990,加川 翼,消費者,磐田市,静岡県,日本,中部地方,TEC-AC-10003628,テクノロジー,付属品,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,22492.5,5,0,9896.7,,
35,JP-2021-115791,1/16/21,1/18/21,セカンド クラス,DL-13315,小堺 太陽,消費者,宇佐市,大分県,日本,九州,FUR-FU-10001095,家具,家具,DAX Black Cherry Wood-Tone Poster Frame,19065.6,6,0.2,4289.76,,
36,JP-2021-115791,1/16/21,1/18/21,セカンド クラス,DL-13315,小堺 太陽,消費者,宇佐市,大分県,日本,九州,OFF-BI-10001575,事務用品,バインダー,GBC Linen Binding Covers,2788.2,2,0.7,-2044.68,,
37,JP-2021-115791,1/16/21,1/18/21,セカンド クラス,DL-13315,小堺 太陽,消費者,宇佐市,大分県,日本,九州,OFF-LA-10001074,事務用品,ラベル,Round Specialty Laser Printer Labels,4510.8,3,0.2,1522.395,,
38,JP-2021-115791,1/16/21,1/18/21,セカンド クラス,DL-13315,小堺 太陽,消費者,宇佐市,大分県,日本,九州,TEC-PH-10004614,テクノロジー,電話機,AT&T 841000 Phone,18630,3,0.4,-4657.5,,
39,JP-2021-123477,1/18/21,1/21/21,セカンド クラス,DW-13195,伊志嶺 正博,企業,出雲市,島根県,日本,中国地方,OFF-AP-10000692,事務用品,アプライアンス,Fellowes Mighty 8 Compact Surge Protector,9729.6,4,0.2,972.96,,
40,JP-2021-146591,1/19/21,1/20/21,ファースト クラス,TS-21340,西見 颯太,消費者,姫路市,兵庫県,日本,関西地方,FUR-BO-10001972,家具,本棚,O'Sullivan 4-Shelf Bookcase in Odessa Pine,27220.5,5,0.7,-48089.55,,
41,JP-2021-146591,1/19/21,1/20/21,ファースト クラス,TS-21340,西見 颯太,消費者,姫路市,兵庫県,日本,関西地方,OFF-BI-10003676,事務用品,バインダー,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",4851,10,0.7,-3557.4,,
42,JP-2021-146591,1/19/21,1/20/21,ファースト クラス,TS-21340,西見 颯太,消費者,姫路市,兵庫県,日本,関西地方,OFF-EN-10002504,事務用品,封筒,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",16308,5,0.2,5503.95,,
43,JP-2021-146591,1/19/21,1/20/21,ファースト クラス,TS-21340,西見 颯太,消費者,姫路市,兵庫県,日本,関西地方,OFF-PA-10000659,事務用品,紙,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",8409.6,4,0.2,2943.36,,
44,JP-2021-147627,1/20/21,1/26/21,通常配送,HL-15040,川崎 一樹,消費者,鈴鹿市,三重県,日本,関西地方,FUR-CH-10002331,家具,椅子,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,160191,3,0,33640.11,,
45,JP-2021-167927,1/20/21,1/26/21,通常配送,XP-21865,阿藤 真,消費者,八千代市,千葉県,日本,関東地方,FUR-FU-10002268,家具,家具,Ultra Door Push Plate,2209.5,3,0,729.135,,
46,JP-2021-167927,1/20/21,1/26/21,通常配送,XP-21865,阿藤 真,消費者,八千代市,千葉県,日本,関東地方,FUR-FU-10002918,家具,家具,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,40941,3,0,4503.51,,
47,JP-2021-147627,1/20/21,1/26/21,通常配送,HL-15040,川崎 一樹,消費者,鈴鹿市,三重県,日本,関西地方,FUR-FU-10003194,家具,家具,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",5790,4,0,1737,,
48,JP-2021-148614,1/20/21,1/25/21,通常配送,MV-17485,二川 翔太,消費者,田川郡川崎町,福岡県,日本,九州,FUR-FU-10003194,家具,家具,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",2895,2,0,868.5,,
49,JP-2021-167927,1/20/21,1/26/21,通常配送,XP-21865,阿藤 真,消費者,八千代市,千葉県,日本,関東地方,OFF-AP-10002311,事務用品,アプライアンス,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",37157.4,4,0.1,14037.24,,
50,JP-2021-147627,1/20/21,1/26/21,通常配送,HL-15040,川崎 一樹,消費者,鈴鹿市,三重県,日本,関西地方,OFF-AR-10002375,事務用品,画材,Newell 351,3444,7,0,998.76,,
51,JP-2021-147627,1/20/21,1/26/21,通常配送,HL-15040,川崎 一樹,消費者,鈴鹿市,三重県,日本,関西地方,OFF-AR-10003811,事務用品,画材,Newell 327,994.5,3,0,268.515,,
52,JP-2021-167927,1/20/21,1/26/21,通常配送,XP-21865,阿藤 真,消費者,八千代市,千葉県,日本,関東地方,OFF-AR-10004456,事務用品,画材,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,6588,3,0,1910.52,,
53,JP-2021-167927,1/20/21,1/26/21,通常配送,XP-21865,阿藤 真,消費者,八千代市,千葉県,日本,関東地方,OFF-BI-10000605,事務用品,バインダー,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",2857.5,5,0,1343.025,,
54,JP-2021-147774,1/20/21,1/26/21,通常配送,MM-18280,稲木 静香,企業,市川市,千葉県,日本,関東地方,OFF-BI-10003091,事務用品,バインダー,GBC DocuBind TL200 Manual Binding Machine,10079.1,1,0.7,-7727.31,,
55,JP-2021-167927,1/20/21,1/26/21,通常配送,XP-21865,阿藤 真,消費者,八千代市,千葉県,日本,関東地方,OFF-BI-10004364,事務用品,バインダー,Storex Dura Pro Binders,4455,5,0,2004.75,,
56,JP-2021-147627,1/20/21,1/26/21,通常配送,HL-15040,川崎 一樹,消費者,鈴鹿市,三重県,日本,関西地方,OFF-EN-10001539,事務用品,封筒,Staple envelope,3501,3,0,1645.47,,
57,JP-2021-148614,1/20/21,1/25/21,通常配送,MV-17485,二川 翔太,消費者,田川郡川崎町,福岡県,日本,九州,OFF-PA-10002893,事務用品,紙,"Wirebound Service Call Books, 5 1/2"" x 4""",2904,2,0,1393.92,,
58,JP-2021-167927,1/20/21,1/26/21,通常配送,XP-21865,阿藤 真,消費者,八千代市,千葉県,日本,関東地方,OFF-ST-10000760,事務用品,保管箱,Eldon Fold 'N Roll Cart System,2097,1,0,608.13,,
59,JP-2021-167927,1/20/21,1/26/21,通常配送,XP-21865,阿藤 真,消費者,八千代市,千葉県,日本,関東地方,OFF-ST-10003123,事務用品,保管箱,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,9987,2,0,2396.88,,
60,JP-2021-147627,1/20/21,1/26/21,通常配送,HL-15040,川崎 一樹,消費者,鈴鹿市,三重県,日本,関西地方,TEC-PH-10001061,テクノロジー,電話機,Apple iPhone 5C,104989.5,7,0,27297.27,,
61,JP-2021-110422,1/21/21,1/23/21,セカンド クラス,TB-21400,西坂 大和,消費者,呉市,広島県,日本,中国地方,FUR-FU-10001889,家具,家具,Ultra Door Pull Handle,3787.2,3,0.2,615.42,,
62,JP-2021-115238,1/21/21,1/24/21,通常配送,JW-15220,石嶺 明美,企業,今治市,愛媛県,日本,四国,FUR-FU-10001025,家具,家具,"Eldon Imàge Series Desk Accessories, Clear",3645,5,0,1567.5,,
63,JP-2021-115238,1/21/21,1/24/21,通常配送,JW-15220,石嶺 明美,企業,今治市,愛媛県,日本,四国,FUR-FU-10002445,家具,家具,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",1422,1,0,568.5,,
64,JP-2021-115238,1/21/21,1/24/21,通常配送,JW-15220,石嶺 明美,企業,今治市,愛媛県,日本,四国,FUR-FU-10002960,家具,家具,"Eldon 200 Class Desk Accessories, Burgundy",4710,5,0,1978.5,,
65,JP-2021-115238,1/21/21,1/24/21,通常配送,JW-15220,石嶺 明美,企業,今治市,愛媛県,日本,四国,OFF-PA-10002689,事務用品,紙,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),972,1,0,466.5,,
66,JP-2021-115238,1/21/21,1/24/21,通常配送,JW-15220,石嶺 明美,企業,今治市,愛媛県,日本,四国,TEC-PH-10001300,テクノロジー,電話機,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",31425,10,0,8799,,
67,JP-2021-146997,1/23/21,1/27/21,通常配送,SG-20605,佐々本 丈夫,消費者,長岡市,新潟県,日本,中部地方,OFF-FA-10003467,事務用品,クリップ,"Alliance Big Bands Rubber Bands, 12/Pack",891,3,0,0,,
68,JP-2021-102645,1/23/21,1/28/21,通常配送,IM-15055,室田 大翔,消費者,小金井市,東京都,日本,関東地方,OFF-PA-10001804,事務用品,紙,Xerox 195,6012,6,0,2885.76,,
69,JP-2021-167997,1/26/21,1/29/21,ファースト クラス,CA-11965,長井 優太,企業,三島市,静岡県,日本,中部地方,FUR-BO-10004409,家具,本棚,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",21294,2,0,5962.32,,
70,JP-2021-155502,1/26/21,1/31/21,通常配送,SD-20485,瀬川 美咲,ホーム オフィス,東置賜郡川西町,山形県,日本,東北地方,FUR-FU-10001847,家具,家具,Eldon Image Series Black Desk Accessories,1863,3,0,670.68,,
71,JP-2021-155502,1/26/21,1/31/21,通常配送,SD-20485,瀬川 美咲,ホーム オフィス,東置賜郡川西町,山形県,日本,東北地方,FUR-FU-10004587,家具,家具,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",9423,3,0,4617.27,,
72,JP-2021-167997,1/26/21,1/29/21,ファースト クラス,CA-11965,長井 優太,企業,三島市,静岡県,日本,中部地方,OFF-BI-10001758,事務用品,バインダー,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,1602,2,0,752.94,,
73,JP-2021-155502,1/26/21,1/31/21,通常配送,SD-20485,瀬川 美咲,ホーム オフィス,東置賜郡川西町,山形県,日本,東北地方,OFF-PA-10000380,事務用品,紙,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",2502,2,0,1251,,
74,JP-2021-155502,1/26/21,1/31/21,通常配送,SD-20485,瀬川 美咲,ホーム オフィス,東置賜郡川西町,山形県,日本,東北地方,OFF-PA-10003072,事務用品,紙,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",2916,3,0,1399.68,,
75,JP-2021-155502,1/26/21,1/31/21,通常配送,SD-20485,瀬川 美咲,ホーム オフィス,東置賜郡川西町,山形県,日本,東北地方,OFF-ST-10004337,事務用品,保管箱,"SAFCO Commercial Wire Shelving, 72h",73488,8,0,0,,
76,JP-2021-155502,1/26/21,1/31/21,通常配送,SD-20485,瀬川 美咲,ホーム オフィス,東置賜郡川西町,山形県,日本,東北地方,TEC-PH-10002103,テクノロジー,電話機,Jabra SPEAK 410,28197,2,0,7895.16,,
77,JP-2021-155502,1/26/21,1/31/21,通常配送,SD-20485,瀬川 美咲,ホーム オフィス,東置賜郡川西町,山形県,日本,東北地方,TEC-PH-10004833,テクノロジー,電話機,Macally Suction Cup Mount,23302.5,13,0,0,,
78,JP-2021-117163,1/27/21,2/2/21,通常配送,EJ-13720,梶山 静香,消費者,松山市,愛媛県,日本,四国,FUR-TA-10003469,家具,テーブル,Balt Split Level Computer Training Table,49950,3,0.2,-2497.5,,
79,JP-2021-117163,1/27/21,2/2/21,通常配送,EJ-13720,梶山 静香,消費者,松山市,愛媛県,日本,四国,OFF-AR-10003179,事務用品,画材,Dixon Ticonderoga Core-Lock Colored Pencils,5466,4,0,1803.78,,
80,JP-2021-117163,1/27/21,2/2/21,通常配送,EJ-13720,梶山 静香,消費者,松山市,愛媛県,日本,四国,OFF-ST-10003692,事務用品,保管箱,Recycled Steel Personal File for Hanging File Folders,8584.5,1,0,2146.125,,
81,JP-2021-100328,1/28/21,2/3/21,通常配送,JC-15340,門田 颯太,消費者,新宿区,東京都,日本,関東地方,OFF-BI-10000343,事務用品,バインダー,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",589.2,1,0.2,198.855,,
82,JP-2021-134103,1/30/21,2/4/21,通常配送,MV-18190,永末 昭夫,消費者,東村山郡中山町,山形県,日本,東北地方,OFF-PA-10001204,事務用品,紙,Xerox 1972,1584,2,0,712.8,,
83,JP-2021-134103,1/30/21,2/4/21,通常配送,MV-18190,永末 昭夫,消費者,東村山郡中山町,山形県,日本,東北地方,OFF-ST-10000991,事務用品,保管箱,Space Solutions HD Industrial Steel Shelving.,34491,2,0,1034.73,,
84,JP-2021-115161,1/31/21,2/2/21,ファースト クラス,LC-17050,岩佐 太陽,消費者,尾道市,広島県,日本,中国地方,FUR-BO-10003966,家具,本棚,"Sauder Facets Collection Library, Sky Alder Finish",43599.9,2,0.15,512.939999999998,,
85,JP-2021-140795,2/1/21,2/3/21,ファースト クラス,BD-11500,末長 誠,消費者,高崎市,群馬県,日本,関東地方,TEC-AC-10001432,テクノロジー,付属品,Enermax Aurora Lite Keyboard,70335,6,0,30947.4,,
86,JP-2021-123400,2/2/21,2/9/21,通常配送,EB-13930,市瀬 義雄,消費者,成田市,千葉県,日本,関東地方,OFF-BI-10000666,事務用品,バインダー,Surelock Post Binders,2750.4,2,0.7,-1833.6,,
87,JP-2021-139857,2/2/21,2/6/21,通常配送,CD-12790,水上 瞳,ホーム オフィス,松山市,愛媛県,日本,四国,OFF-FA-10001843,事務用品,クリップ,Staples,1852.5,5,0,870.675,,
88,JP-2021-123400,2/2/21,2/9/21,通常配送,EB-13930,市瀬 義雄,消費者,成田市,千葉県,日本,関東地方,TEC-PH-10002890,テクノロジー,電話機,AT&T 17929 Lendline Telephone,27144,5,0.2,2035.8,,
89,JP-2021-111059,2/3/21,2/6/21,セカンド クラス,TB-21400,西坂 大和,消費者,堺市堺区,大阪府,日本,関西地方,OFF-BI-10002827,事務用品,バインダー,Avery Durable Poly Binders,1990.8,3,0.2,647.01,,
90,JP-2021-111059,2/3/21,2/6/21,セカンド クラス,TB-21400,西坂 大和,消費者,堺市堺区,大阪府,日本,関西地方,OFF-BI-10004593,事務用品,バインダー,Ibico Laser Imprintable Binding System Covers,12576,2,0.2,4087.2,,
91,JP-2021-104808,2/4/21,2/8/21,セカンド クラス,MH-17440,須見 弘子,企業,美馬郡つるぎ町,徳島県,日本,四国,OFF-BI-10003676,事務用品,バインダー,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",2587.2,2,0.2,905.52,,
92,JP-2021-107181,2/4/21,2/8/21,通常配送,DB-13270,宇津野 皐,ホーム オフィス,松山市,愛媛県,日本,四国,OFF-BI-10004230,事務用品,バインダー,GBC Recycled Grain Textured Covers,12434.4,3,0.2,4352.04,,
93,JP-2021-107181,2/4/21,2/8/21,通常配送,DB-13270,宇津野 皐,ホーム オフィス,松山市,愛媛県,日本,四国,OFF-PA-10000350,事務用品,紙,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",5136,4,0,2413.92,,
94,JP-2021-108182,2/6/21,2/10/21,セカンド クラス,DL-13315,小堺 太陽,消費者,彦根市,滋賀県,日本,関西地方,OFF-BI-10001196,事務用品,バインダー,"Avery Flip-Chart Easel Binder, Black",1342.8,2,0.8,-2215.62,,
95,JP-2021-131905,2/6/21,2/9/21,ファースト クラス,ND-18460,星屋 海斗,企業,大分市,大分県,日本,九州,OFF-LA-10002787,事務用品,ラベル,Avery 480,2250,4,0,1080,,
96,JP-2021-131905,2/6/21,2/9/21,ファースト クラス,ND-18460,星屋 海斗,企業,大分市,大分県,日本,九州,TEC-PH-10001615,テクノロジー,電話機,AT&T CL82213,21742.5,5,0,6305.325,,
97,JP-2021-131905,2/6/21,2/9/21,ファースト クラス,ND-18460,星屋 海斗,企業,大分市,大分県,日本,九州,TEC-PH-10003645,テクノロジー,電話機,Aastra 57i VoIP phone,24241.5,1,0,6302.79,,
98,JP-2021-169390,2/7/21,2/10/21,セカンド クラス,CS-12250,幕田 千代子,企業,新宿区,東京都,日本,関東地方,OFF-ST-10001558,事務用品,保管箱,Acco Perma 4000 Stacking Storage Drawers,9744,4,0,1461.6,,
99,JP-2021-107755,2/7/21,2/12/21,通常配送,CK-12760,霜田 匠,企業,春日井市,愛知県,日本,中部地方,TEC-AC-10000710,テクノロジー,付属品,Maxell DVD-RAM Discs,17304,7,0,7440.72,,
100,JP-2021-125759,2/8/21,2/9/21,ファースト クラス,NM-18445,北澤 翔,ホーム オフィス,弘前市,青森県,日本,東北地方,FUR-FU-10002111,家具,家具,"Master Caster Door Stop, Large Brown",2184,2,0,829.92,,
101,JP-2021-168368,2/11/21,2/15/21,セカンド クラス,GA-14725,平川 輝,消費者,足利市,栃木県,日本,関東地方,FUR-CH-10001146,家具,椅子,"Global Value Mid-Back Manager's Chair, Gray",9133.5,1,0,2283.375,,
102,JP-2021-168368,2/11/21,2/15/21,セカンド クラス,GA-14725,平川 輝,消費者,足利市,栃木県,日本,関東地方,FUR-FU-10002298,家具,家具,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",49941,3,0,7990.56,,
103,JP-2021-127614,2/11/21,2/15/21,通常配送,NF-18385,田幡 葵,消費者,大分市,大分県,日本,九州,FUR-TA-10003715,家具,テーブル,Hon 2111 Invitation Series Corner Table,188433,6,0,11305.98,,
104,JP-2021-127614,2/11/21,2/15/21,通常配送,NF-18385,田幡 葵,消費者,大分市,大分県,日本,九州,OFF-BI-10003291,事務用品,バインダー,Wilson Jones Leather-Like Binders with DublLock Round Rings,2619,2,0,1230.93,,
105,JP-2021-168368,2/11/21,2/15/21,セカンド クラス,GA-14725,平川 輝,消費者,足利市,栃木県,日本,関東地方,OFF-BI-10004654,事務用品,バインダー,VariCap6 Expandable Binder,7785,3,0,3658.95,,
106,JP-2021-168368,2/11/21,2/15/21,セカンド クラス,GA-14725,平川 輝,消費者,足利市,栃木県,日本,関東地方,OFF-BI-10004728,事務用品,バインダー,Wilson Jones Turn Tabs Binder Tool for Ring Binders,1446,2,0,665.16,,
107,JP-2021-168368,2/11/21,2/15/21,セカンド クラス,GA-14725,平川 輝,消費者,足利市,栃木県,日本,関東地方,OFF-LA-10004853,事務用品,ラベル,Avery 483,2241,3,0,1030.86,,
108,JP-2021-168368,2/11/21,2/15/21,セカンド クラス,GA-14725,平川 輝,消費者,足利市,栃木県,日本,関東地方,OFF-ST-10002583,事務用品,保管箱,Fellowes Neat Ideas Storage Cubes,9744,2,0,389.76,,
109,JP-2021-127614,2/11/21,2/15/21,通常配送,NF-18385,田幡 葵,消費者,大分市,大分県,日本,九州,TEC-AC-10001432,テクノロジー,付属品,Enermax Aurora Lite Keyboard,35167.5,3,0,15473.7,,
110,JP-2021-110674,2/12/21,2/18/21,通常配送,SC-20095,河江 昭夫,消費者,大牟田市,福岡県,日本,九州,FUR-CH-10000225,家具,椅子,"Global Geo Office Task Chair, Gray",19435.2,2,0.2,-3644.1,,
111,JP-2021-121762,2/14/21,2/18/21,通常配送,ML-17395,倉本 翼,企業,堺市堺区,大阪府,日本,関西地方,OFF-AP-10001293,事務用品,アプライアンス,Belkin 8 Outlet Surge Protector,12294,2,0,3442.32,,
112,JP-2021-107706,2/14/21,2/19/21,セカンド クラス,ST-20530,大津 延,消費者,福山市,広島県,日本,中国地方,OFF-PA-10000466,事務用品,紙,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",2426.4,3,0.2,909.9,,
113,JP-2021-121762,2/14/21,2/18/21,通常配送,ML-17395,倉本 翼,企業,堺市堺区,大阪府,日本,関西地方,OFF-SU-10000157,事務用品,文房具,Compact Automatic Electric Letter Opener,35793,2,0,715.860000000001,,
